Unnamed: 0,Patent_ID,h_mol,b_mol,ligand,reagent,solvent,rxn_yield,mass_label
5682,US08785436B2,Br[c:36]1[cH:35][cH:34][c:33]([F:39])[c:32]([C@:29]2([CH3:31])[C@@H:28]([F:40])[CH2:27][O:26][C:25]([NH:24][C:9]([c:6]3[cH:5][cH:4][c:3]([O:2][CH3:1])[cH:8][cH:7]3)([c:10]3[cH:11][cH:12][cH:13][cH:14][cH:15]3)[c:16]3[cH:17][cH:18][c:19]([O:22][CH3:23])[cH:20][cH:21]3)=[N:30]2)[cH:37]1,CC1(C)OB([c:49]2[cH:50][n:51][cH:52][c:53]([C:54]#[N:55])[cH:56]2)OC1(C)C,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],COCCOC,100.0,0
5683,US08785436B2,Cl[c:51]1[o:52][c:53]2[c:54]([n:55]1)[cH:56][cH:57][c:58]([Cl:60])[cH:59]2,CC1(C)COB([c:36]2[c:35]([F:46])[cH:34][c:33]([F:47])[c:32]([C@:29]3([CH3:31])[C:28]([F:48])([F:49])[CH2:27][O:26][C:25]([NH:24][C:9]([c:6]4[cH:5][cH:4][c:3]([O:2][CH3:1])[cH:8][cH:7]4)([c:10]4[cH:11][cH:12][cH:13][cH:14][cH:15]4)[c:16]4[cH:17][cH:18][c:19]([O:22][CH3:23])[cH:20][cH:21]4)=[N:30]3)[cH:37]2)OC1,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Cs+].[Cs+],O.ClCCl,50.0,0
5684,US08785436B2,Br[c:2]1[cH:3][cH:4][c:5]([F:18])[c:6]([C@@:8]2([CH3:17])[N:9]=[C:10]([NH2:16])[O:11][CH2:12][C:13]2([F:14])[F:15])[cH:7]1,OB(O)[c:29]1[cH:28][n:27][n:26](-[c:23]2[cH:22][cH:21][c:20]([F:19])[cH:25][cH:24]2)[cH:30]1,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Cs+].[Cs+],O.ClCCl,48.0,0
5685,US08785445B2,Br[c:2]1[cH:3][cH:4][cH:5][c:6]([NH:8][C:9](=[O:10])[c:11]2[cH:12][cH:13][c:14]([O:15][c:16]3[c:17]([C:30]#[N:31])[cH:18][c:19]4[c:24]([cH:25]3)[O:23][CH2:22][CH2:21][CH:20]4[C:26](=[O:27])[O:28][CH3:29])[cH:32][cH:33]2)[n:7]1,OB(O)[c:37]1[cH:36][c:35]([CH3:34])[c:40]([CH3:41])[cH:39][cH:38]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],O.Cc1ccccc1,95.0,0
5686,US08785445B2,Br[c:2]1[cH:3][cH:4][cH:5][c:6]([NH:8][C:9](=[O:10])[c:11]2[cH:12][cH:13][c:14]([O:15][c:16]3[c:17]([Cl:31])[cH:18][c:19]4[c:24]([cH:25]3)[O:23][CH2:22][CH2:21][CH:20]4[C:26](=[O:27])[O:28][CH2:29][CH3:30])[cH:32][cH:33]2)[n:7]1,OB(O)[c:37]1[cH:36][c:35]([Cl:34])[c:40]([Cl:41])[cH:39][cH:38]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],O.Cc1ccccc1,91.0,0
5687,US08785445B2,Cl[c:24]1[n:23][n:22][c:21]([NH:20][C:19]([c:16]2[cH:15][cH:14][c:13]([O:12][c:11]3[c:2]([Cl:1])[cH:3][c:4]4[c:9]([cH:10]3)[O:8][CH2:7][CH2:6][CH:5]4[C:29](=[O:30])[O:31][CH2:32][CH3:33])[cH:18][cH:17]2)=[O:28])[cH:26][cH:25]1,OB(O)[c:36]1[c:35]([Cl:34])[cH:40][c:39]([C:41]([F:42])([F:43])[F:44])[cH:38][cH:37]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],Cc1ccccc1,20.0,0
5688,US08785445B2,Br[c:2]1[cH:3][cH:4][cH:5][c:6]([NH:8][C:9](=[O:10])[c:11]2[cH:12][cH:13][c:14]([O:15][c:16]3[c:17]([Cl:31])[cH:18][c:19]4[c:24]([cH:25]3)[O:23][CH2:22][CH2:21][CH:20]4[C:26](=[O:27])[O:28][CH2:29][CH3:30])[cH:32][cH:33]2)[n:7]1,OB(O)[c:36]1[c:35]([F:34])[cH:40][c:39]([F:41])[cH:38][cH:37]1,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,[Cs+].[F-],CC(C)O,70.6,0
5689,US08785445B2,Cl[c:2]1[n:3][cH:4][cH:5][c:6]([O:8][CH3:9])[n:7]1,OB(O)[c:14]1[cH:13][cH:12][c:11]([Cl:10])[cH:16][cH:15]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Na+].[Na+]",O.CCOC(C)=O.Cc1ccccc1,20.7,0
5690,US08785445B2,Br[c:2]1[cH:3][cH:4][c:5]([NH:8][C:9](=[O:10])[c:11]2[cH:12][cH:13][c:14]([O:15][c:16]3[c:17]([Cl:31])[cH:18][c:19]4[c:24]([cH:25]3)[O:23][CH2:22][CH2:21][CH:20]4[C:26](=[O:27])[O:28][CH2:29][CH3:30])[cH:32][cH:33]2)[n:6][cH:7]1,OB(O)[c:38]1[cH:37][cH:36][c:35]([Cl:34])[cH:40][cH:39]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],O.Cc1ccccc1,57.0,0
5691,US08785445B2,Cl[c:19]1[cH:18][cH:17][n:16][c:15]([Cl:14])[n:20]1,OB(O)[c:6]1[cH:5][cH:4][c:3]([C:2]([F:1])([F:12])[F:13])[cH:8][cH:7]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],O.Cc1ccccc1,27.6,0
5692,US08785445B2,Br[c:2]1[cH:3][cH:4][cH:5][c:6]([NH:8][C:9](=[O:10])[c:11]2[cH:12][cH:13][c:14]([O:15][c:16]3[c:17]([Cl:31])[cH:18][c:19]4[c:24]([cH:25]3)[O:23][CH2:22][CH2:21][CH:20]4[C:26](=[O:27])[O:28][CH2:29][CH3:30])[cH:32][cH:33]2)[n:7]1,OB(O)[c:38]1[cH:37][cH:36][c:35]([Cl:34])[cH:40][cH:39]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],O.Cc1ccccc1,94.0,0
5693,US08785457B2,Cl[c:2]1[n:3][c:4]([N:16]2[C@@H:17]([CH3:22])[CH2:18][O:19][CH2:20][CH2:21]2)[c:5]2[c:6]([n:7]1)[CH2:8][N:9]([CH2:11][C:12]([CH3:13])([CH3:14])[CH3:15])[CH2:10]2,CC1(C)OB([c:33]2[cH:32][cH:31][c:30]([NH:29][C:27]([NH:26][CH:23]3[CH2:24][CH2:25]3)=[O:28])[cH:35][cH:34]2)OC1(C)C,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],O.CCOC(C)=O,18.0,0
5694,US08785457B2,Cl[c:2]1[n:3][c:4]([N:18]2[CH2:19][CH2:20][O:21][CH2:22][CH2:23]2)[c:5]2[c:6]([n:7]1)[CH2:8][N:9]([C:11](=[O:12])[O:13][C:14]([CH3:15])([CH3:16])[CH3:17])[CH2:10]2,CC1(C)OB([c:34]2[c:33]([F:46])[cH:32][c:31]([NH:30][C:28]([NH:27][CH:24]3[CH2:25][CH2:26]3)=[O:29])[cH:36][cH:35]2)OC1(C)C,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Na+].[Na+],CCO.O.CO.ClCCl.COCCOC,58.0,0
5695,US08785457B2,Cl[c:2]1[n:3][c:4]([N:12]2[C@@H:13]([CH3:18])[CH2:14][O:15][CH2:16][CH2:17]2)[c:5]2[c:6]([n:7]1)[CH2:8][N:9]([CH3:11])[CH2:10]2,CC1(C)OB([c:29]2[c:28]([F:41])[cH:27][c:26]([NH:25][C:23]([NH:22][CH:19]3[CH2:20][CH2:21]3)=[O:24])[cH:31][cH:30]2)OC1(C)C,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Cs+].[Cs+],O.CCOC(C)=O.ClCCl,11.0,0
5696,US08785457B2,Cl[c:2]1[n:3][c:4]([N:16]2[CH2:17][CH2:18][O:19][CH2:20][CH2:21]2)[c:5]2[c:6]([n:7]1)[CH2:8][N:9]([C:11](=[O:12])[O:13][CH2:14][CH3:15])[CH2:10]2,CC1(C)OB([c:31]2[c:30]([F:43])[cH:29][c:28]([NH:27][C:25]([NH:24][CH2:22][CH3:23])=[O:26])[cH:33][cH:32]2)OC1(C)C,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Na+].[Na+],CCO.O.CO.ClCCl.COCCOC,20.0,0
5697,US08785457B2,Cl[c:2]1[n:3][c:4]([N:15]2[C@@H:16]([CH3:21])[CH2:17][O:18][CH2:19][CH2:20]2)[c:5]2[c:6]([n:7]1)[CH2:8][N:9]([C:11](=[O:12])[O:13][CH3:14])[CH2:10]2,CC1(C)OB([c:31]2[c:30]([F:43])[cH:29][c:28]([NH:27][C:25]([NH:24][CH2:22][CH3:23])=[O:26])[cH:33][cH:32]2)OC1(C)C,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Na+].[Na+],CCO.O.CCOC(C)=O.CO.ClCCl.COCCOC,4.0,0
5698,US08785457B2,Cl[c:2]1[n:3][c:4]([N:18]2[C@@H:19]([CH3:24])[CH2:20][O:21][CH2:22][CH2:23]2)[c:5]2[c:6]([n:7]1)[CH2:8][N:9]([C:11](=[O:12])[O:13][C:14]([CH3:15])([CH3:16])[CH3:17])[CH2:10]2,CC1(C)OB([c:34]2[c:33]([F:46])[cH:32][c:31]([NH:30][C:28]([NH:27][CH2:25][CH3:26])=[O:29])[cH:36][cH:35]2)OC1(C)C,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],[Na+].[OH-],O=S(=O)([O-])[O-].[Mg+2]",CCO.O.CCOC(C)=O.ClCCl.COCCOC,13.0,0
5699,US08785457B2,Cl[c:2]1[n:3][c:4]([N:16]2[CH2:17][CH2:18][O:19][CH2:20][CH2:21]2)[c:5]2[c:6]([n:7]1)[CH2:8][N:9]([C:11](=[O:12])[O:13][CH2:14][CH3:15])[CH2:10]2,CC1(C)OB([c:32]2[c:31]([F:44])[cH:30][c:29]([NH:28][C:26]([NH:25][CH:22]3[CH2:23][CH2:24]3)=[O:27])[cH:34][cH:33]2)OC1(C)C,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Na+].[Na+],CCO.O.CO.ClCCl.COCCOC,3.0,0
5700,US08785457B2,Cl[c:2]1[n:3][c:4]([N:14]2[C@@H:15]([CH3:20])[CH2:16][O:17][CH2:18][CH2:19]2)[c:5]2[c:6]([n:7]1)[CH2:8][N:9]([C:11]([CH3:12])=[O:13])[CH2:10]2,CC1(C)OB([c:30]2[c:29]([F:42])[cH:28][c:27]([NH:26][C:24]([NH:23][CH2:21][CH3:22])=[O:25])[cH:32][cH:31]2)OC1(C)C,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],[Na+].[OH-]",CCO.O.CCOC(C)=O.ClCCl.COCCOC,4.0,0
5701,US08785457B2,Cl[c:2]1[n:3][c:4]([N:16]2[C@@H:17]([CH3:22])[CH2:18][O:19][CH2:20][CH2:21]2)[c:5]2[c:6]([n:7]1)[CH2:8][N:9]([C:11](=[O:12])[O:13][CH2:14][CH3:15])[CH2:10]2,CC1(C)OB([c:29]2[c:24]([F:23])[cH:25][c:26]([NH:39][C:40](=[O:41])[NH:42][CH2:43][CH2:44][OH:45])[cH:27][cH:28]2)OC1(C)C,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Na+].[Na+],CCO.O.CO.ClCCl.COCCOC,22.0,0
5702,US08785457B2,Cl[c:2]1[n:3][c:4]([N:16]2[C@@H:17]([CH3:22])[CH2:18][O:19][CH2:20][CH2:21]2)[c:5]2[c:6]([n:7]1)[CH2:8][N:9]([C:11](=[O:12])[O:13][CH2:14][CH3:15])[CH2:10]2,CC1(C)OB([c:29]2[c:24]([F:23])[cH:25][c:26]([NH:39][C:40](=[O:41])[NH:42][CH2:43][CH2:44][F:45])[cH:27][cH:28]2)OC1(C)C,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Na+].[Na+],O.CCO.ClCCl.COCCOC,10.0,0
5703,US08785457B2,Cl[c:2]1[n:3][c:4]([N:15]2[CH2:16][CH2:17][O:18][CH2:19][CH2:20]2)[c:5]2[c:6]([n:7]1)[CH2:8][N:9]([C:11](=[O:12])[O:13][CH3:14])[CH2:10]2,CC1(C)OB([c:31]2[c:30]([F:43])[cH:29][c:28]([NH:27][C:25]([NH:24][CH:21]3[CH2:22][CH2:23]3)=[O:26])[cH:33][cH:32]2)OC1(C)C,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Na+].[Na+],CCO.O.CO.ClCCl.COCCOC,22.0,0
5704,US08785457B2,Cl[c:2]1[n:3][c:4]([N:14]2[C@@H:15]([CH3:20])[CH2:16][O:17][CH2:18][CH2:19]2)[c:5]2[c:6]([n:7]1)[CH2:8][N:9]([CH:11]([CH3:12])[CH3:13])[CH2:10]2,CC1(C)OB([c:27]2[c:22]([F:21])[cH:23][c:24]([NH:37][C:38](=[O:39])[NH:40][CH2:41][CH2:42][F:43])[cH:25][cH:26]2)OC1(C)C,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Na+].[Na+],O.CCO.ClCCl.COCCOC,8.0,0
5705,US08785457B2,Cl[c:2]1[n:3][c:4]([N:14]2[C@@H:15]([CH3:20])[CH2:16][O:17][CH2:18][CH2:19]2)[c:5]2[c:6]([n:7]1)[CH2:8][N:9]([CH:11]([CH3:12])[CH3:13])[CH2:10]2,CC1(C)OB([c:27]2[c:22]([F:21])[cH:23][c:24]([NH:37][C:38](=[O:39])[NH:40][CH2:41][CH2:42][OH:43])[cH:25][cH:26]2)OC1(C)C,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Na+].[Na+],O.CCO.ClCCl.CO,5.0,0
5706,US08785473B2,Br[c:11]1[cH:12][c:13]([C:17](=[O:18])[NH:19][c:20]2[c:21]([C:22](=[O:23])[O:24][CH3:25])[cH:26][c:27]([Cl:30])[cH:28][cH:29]2)[cH:14][cH:15][cH:16]1,OB(O)[c:4]1[cH:3][cH:2][n:1][cH:6][cH:5]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O=S(=O)([O-])[O-].[Na+].[Na+]",O.CCOC(C)=O.Cc1ccccc1.CO,32.0,0
5707,US08785473B2,Br[c:10]1[cH:11][c:12]([O:13][CH2:14][C:15](=[O:16])[NH:17][c:18]2[c:19]([C:20](=[O:21])[O:22][CH3:23])[cH:24][c:25]([Cl:28])[cH:26][cH:27]2)[cH:29][cH:30][cH:31]1,OB(O)[c:3]1[cH:2][o:1][cH:5][cH:4]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Cs+].[Cs+],CCOC(C)=O,59.0,0
5708,US08785473B2,I[c:29]1[cH:28][c:27]([C:25]([NH:24][c:18]2[c:17]([C:16]([O:15][CH3:14])=[O:34])[cH:22][c:21]([Cl:23])[cH:20][cH:19]2)=[O:26])[cH:32][cH:31][cH:30]1,OB(O)[c:37]1[cH:36][n:35][c:44]2[c:39]([cH:38]1)[cH:40][cH:41][cH:42][cH:43]2,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],O.Cc1ccccc1.CO,67.0,0
5709,US08785473B2,Br[c:15]1[cH:16][c:17]([C:21](=[O:22])[NH:23][c:24]2[c:25]([C:26](=[O:27])[O:28][CH3:29])[cH:30][c:31]([Cl:34])[cH:32][cH:33]2)[cH:18][cH:19][cH:20]1,OB(O)[c:38]1[cH:37][n:36][cH:35][c:44]2[c:39]1[cH:40][cH:41][cH:42][cH:43]2,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],O.CCOC(C)=O.Cc1ccccc1.CO,63.0,0
5710,US08785473B2,O=S(=O)(O[c:20]1[cH:21][cH:22][cH:23][c:24]2[cH:25][cH:26][cH:27][n:28][c:29]12)C(F)(F)F,OB(O)[c:7]1[cH:6][c:5]([C:3]([O:2][CH3:1])=[O:4])[cH:10][cH:9][cH:8]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O=S(=O)([O-])[O-].[Na+].[Na+]",O.CCOC(C)=O.Cc1ccccc1.CO,86.0,0
5711,US08785488B2,Br[c:2]1[n:3][c:4]([S:25][CH2:26][c:27]2[c:28]([Cl:34])[cH:29][cH:30][cH:31][c:32]2[F:33])[n:5](-[c:18]2[cH:19][cH:20][c:21]([F:24])[cH:22][cH:23]2)[c:6]1[C:7]([CH3:8])([CH3:9])[c:10]1[cH:11][c:12]([Cl:17])[c:13]([Cl:16])[cH:14][cH:15]1,OB(O)[c:35]1[cH:36][cH:37][cH:38][cH:39][cH:40]1,COc1ccccc1P(c1ccccc1OC)c1ccccc1OC,"O=P([O-])([O-])[O-].[K+].[K+].[K+],O=S(=O)([O-])[O-].[Mg+2]",O.CCOC(C)=O.ClCCl,17.0,0
5712,US08785643B2,Cl[c:2]1[n:3][c:4]2[cH:5][cH:6][c:7]([O:13][CH3:14])[cH:8][c:9]2[cH:10][c:11]1[CH3:12],OB(O)[c:22]1[cH:21][cH:20][c:19]([C:17]([O:16][CH3:15])=[O:18])[cH:24][cH:23]1,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,"O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Na+].[Na+]",O.CN(C)C=O.CCOC(C)=O,25.0,0
5713,US08785643B2,Cl[c:2]1[n:3][c:4]2[cH:5][cH:6][c:7]([O:13][CH3:14])[cH:8][c:9]2[cH:10][c:11]1[CH3:12],OB(O)[c:23]1[cH:22][cH:21][c:20](-[c:19]2[nH:15][n:16][n:17][n:18]2)[cH:25][cH:24]1,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,"O=C([O-])[O-].[K+].[K+],[Na+].[OH-]",O,84.0,0
5714,US08785643B2,Cl[c:2]1[n:3][c:4]2[cH:5][cH:6][c:7]([O:12][CH3:13])[cH:8][c:9]2[cH:10][cH:11]1,OB(O)[c:20]1[c:19]([Cl:26])[cH:18][c:17]([C:14](=[O:15])[OH:16])[cH:22][cH:21]1,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,"O=C([O-])[O-].[K+].[K+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Na+].[Na+]",CCOC(C)=O,46.0,0
5715,US08785643B2,Cl[c:2]1[n:3][c:4]2[cH:5][cH:6][c:7]([O:12][CH3:13])[cH:8][c:9]2[cH:10][n:11]1,OB(O)[c:20]1[cH:19][cH:18][c:17]([C:14](=[O:15])[OH:16])[cH:22][cH:21]1,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[K+].[K+],O.CO,76.0,0
5716,US08785643B2,Cl[c:2]1[n:3][c:4]2[cH:5][cH:6][c:7]([O:13][CH3:14])[cH:8][c:9]2[c:10]([CH3:12])[n:11]1,OB(O)[c:21]1[cH:20][cH:19][c:18]([C:15](=[O:16])[OH:17])[cH:23][cH:22]1,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[K+].[K+],O.CCOC(C)=O.CO,78.0,0
5717,US08785643B2,Cl[c:2]1[n:3][c:4]2[cH:5][cH:6][c:7]([O:16][CH3:17])[cH:8][c:9]2[n:10][c:11]1[C:12]([F:13])([F:14])[F:15],OB(O)[c:24]1[c:23]([Cl:30])[cH:22][c:21]([C:18](=[O:19])[OH:20])[cH:26][cH:25]1,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,"O=C([O-])[O-].[K+].[K+],O=S(=O)([O-])[O-].[Na+].[Na+]",O.CCOC(C)=O,68.0,0
5718,US08785643B2,Br[c:2]1[cH:3][n:4][c:5]2[cH:6][c:7]([O:12][CH3:13])[cH:8][cH:9][c:10]2[cH:11]1,OB(O)[c:17]1[cH:18][cH:19][c:20]([C:21](=[O:22])[OH:23])[cH:24][cH:25]1,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Na+].[Na+],O.CCOC(C)=O,29.1,0
5719,US08785643B2,Cl[c:2]1[n:3][cH:4][c:5]2[cH:6][c:7]([O:12][CH3:13])[cH:8][cH:9][c:10]2[cH:11]1,OB(O)[c:20]1[c:19]([F:26])[cH:18][c:17]([C:14](=[O:15])[OH:16])[cH:22][cH:21]1,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[K+].[K+],O,30.0,0
5720,US08785643B2,Cl[c:2]1[n:3][cH:4][c:5]2[cH:6][c:7]([O:13][CH3:14])[cH:8][cH:9][c:10]2[c:11]1[CH3:12],OB(O)[c:21]1[cH:20][cH:19][c:18]([C:15](=[O:16])[OH:17])[cH:23][cH:22]1,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,"O=C([O-])[O-].[K+].[K+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Na+].[Na+]",O.CCOC(C)=O,13.0,0
5721,US08785638B2,Cl[c:2]1[c:3]2[c:4]([n:5][c:6]([CH3:18])[c:7]1[CH:8]([C:9](=[O:10])[O:11][CH3:12])[O:13][C:14]([CH3:15])([CH3:16])[CH3:17])[s:19][c:20]1[c:21]2[CH2:22][CH2:23][CH2:24][CH2:25]1,OB(O)[c:35]1[cH:34][cH:33][c:32]([CH3:41])[cH:37][cH:36]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[K+].[K+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Mg+2]",CCOC(C)=O,44.0,0
5722,US08785638B2,Cl[c:2]1[c:3]2[c:4]([n:5][c:6]([CH3:16])[c:7]1[CH:8]([C:9](=[O:10])[O:11][CH3:12])[O:13][CH2:14][CH3:15])[s:17][c:18]1[c:19]2[CH2:20][CH2:21][CH2:22][CH2:23]1,OB(O)[c:33]1[cH:32][cH:31][c:30]([CH3:39])[cH:35][cH:34]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[K+].[K+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Mg+2]",CCOC(C)=O,54.0,0
5723,US08785638B2,Cl[c:2]1[c:3]2[c:4]([n:5][c:6]([CH3:18])[c:7]1[CH:8]([C:9](=[O:10])[O:11][CH3:12])[O:13][C:14]([CH3:15])([CH3:16])[CH3:17])[s:19][c:20]1[c:21]2[CH2:22][CH2:23][CH2:24][CH2:25]1,CC1(C)OB([c:36]2[cH:35][n:34][n:33]([CH3:32])[cH:37]2)OC1(C)C,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[K+].[K+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Mg+2]",CCOC(C)=O,58.0,0
5724,US08785638B2,I[c:2]1[c:3]2[c:4]([n:5][c:6]([CH3:18])[c:7]1[CH:8]([C:9](=[O:10])[O:11][CH3:12])[O:13][C:14]([CH3:15])([CH3:16])[CH3:17])[s:19][c:20]1[c:21]2[CH2:22][CH2:23][CH2:24][CH2:25]1,CC1(C)OB([c:36]2[cH:35][n:34][c:33]([CH3:32])[cH:38][cH:37]2)OC1(C)C,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[K+].[K+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Mg+2]",CCOC(C)=O,54.0,0
5725,US08785638B2,Cl[c:2]1[c:3]2[c:4]([n:5][c:6]([CH3:18])[c:7]1[CH:8]([C:9](=[O:10])[O:11][CH3:12])[O:13][C:14]([CH3:15])([CH3:16])[CH3:17])[s:19][c:20]1[c:21]2[CH2:22][CH2:23][CH2:24][CH2:25]1,CC1(C)OB([c:40]2[cH:41][c:42]3[c:43]([n:44][cH:45][s:46]3)[cH:47][cH:48]2)OC1(C)C,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[K+].[K+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Mg+2]",CCOC(C)=O,18.0,0
5726,US08785638B2,I[c:2]1[c:3]2[c:4]([n:5][c:6]([CH3:18])[c:7]1[CH:8]([C:9](=[O:10])[O:11][CH3:12])[O:13][C:14]([CH3:15])([CH3:16])[CH3:17])[s:19][c:20]1[c:21]2[CH2:22][CH2:23][CH2:24][CH2:25]1,OB(O)[c:40]1[c:39]2[n:38][cH:37][cH:36][c:35]3[c:44]2[c:43]([cH:42][cH:41]1)[O:32][CH2:33][CH2:34]3,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[K+].[K+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Mg+2]",CCOC(C)=O,68.0,0
5727,US08785638B2,I[c:2]1[c:3]2[c:4]([n:5][c:6]([CH3:18])[c:7]1[CH:8]([C:9](=[O:10])[O:11][CH3:12])[O:13][C:14]([CH3:15])([CH3:16])[CH3:17])[s:19][c:20]1[c:21]2[CH2:22][CH2:23][CH2:24][CH2:25]1,CC1(C)OB([c:35]2[cH:34][c:33]([F:32])[c:42]3[c:37]([c:36]2[CH3:43])[CH2:38][CH2:39][CH2:40][O:41]3)OC1(C)C,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[K+].[K+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Mg+2]",CCOC(C)=O,57.0,0
5728,US08785638B2,I[c:2]1[c:3]2[c:4]([n:5][c:6]([CH3:18])[c:7]1[CH:8]([C:9](=[O:10])[O:11][CH3:12])[O:13][C:14]([CH3:15])([CH3:16])[CH3:17])[s:19][c:20]1[c:21]2[CH2:22][CH2:23][CH2:24][CH2:25]1,CC1(C)OB([c:42]2[c:33]([Cl:32])[c:34]3[c:39]([cH:40][cH:41]2)[O:38][CH2:37][CH2:36][CH2:35]3)OC1(C)C,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[K+].[K+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Mg+2]",CCOC(C)=O,34.0,0
5729,US08785639B2,I[c:2]1[cH:3][c:4]2[c:5]([n:6][cH:7][c:8]3[c:9]2[n:10]([CH3:13])[n:11][cH:12]3)[n:14]1[S:15](=[O:16])(=[O:17])[c:18]1[cH:19][cH:20][c:21]([CH3:22])[cH:23][cH:24]1,CC1(C)OB([c:30]2[c:29]3[cH:28][c:27]([O:26][CH3:25])[cH:35][cH:34][c:33]3[n:32]([C:36](=[O:37])[O:38][C:39]([CH3:40])([CH3:41])[CH3:42])[cH:31]2)OC1(C)C,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Cs+].[Cs+],O=S(=O)([O-])[O-].[Mg+2]",O.C1COCCO1.ClCCl,100.0,0
